Temperature,Humidity,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
27.1,70.1,32.2,16.8,7.1,1.08,10.4,289
29.2,60.8,47.1,32.4,25.0,1.41,4.9,611
39.4,96.6,35.5,42.9,17.9,1.82,3.1,674
29.9,65.5,8.2,25.2,11.4,1.46,8.4,670
19.5,79.5,85.9,44.0,21.9,2.68,7.5,689
37.8,74.6,29.0,22.2,12.7,1.4,5.2,417
34.8,87.9,108.9,45.4,21.4,2.11,3.4,521
26.4,60.3,13.2,21.8,5.1,0.88,11.1,412
31.3,56.1,11.6,21.1,9.0,1.41,10.9,588
37.0,76.1,145.5,57.3,24.3,2.94,7.6,702
34.1,67.7,18.5,25.0,10.7,1.52,10.2,460
23.6,69.5,7.0,19.5,6.3,1.12,14.7,512
27.5,80.6,11.2,21.9,5.4,1.04,12.3,317
35.5,76.3,23.0,23.6,6.8,1.76,5.2,579
20.9,42.4,24.7,18.2,7.0,0.83,11.9,316
22.6,72.0,46.2,14.6,4.5,1.04,14.8,270
34.1,60.8,91.7,37.5,17.4,2.12,4.1,458
25.9,76.7,17.9,17.4,5.0,1.2,10.3,251
33.9,65.9,23.8,25.1,11.2,1.13,7.3,427
49.8,79.3,59.0,19.9,19.0,2.41,4.1,829
19.5,42.7,8.6,23.8,1.7,1.06,10.4,390
25.7,77.9,22.9,12.2,8.1,0.95,11.5,326
17.4,62.3,11.8,20.9,6.1,1.25,10.1,486
39.7,67.9,39.0,33.1,8.8,1.73,7.3,617
24.7,78.0,13.9,19.3,2.4,0.92,10.7,599
38.6,58.3,29.6,28.4,13.7,2.17,3.5,422
41.9,104.5,109.1,41.0,18.6,2.03,5.0,695
25.2,64.0,6.9,16.6,2.8,1.07,10.3,508
26.3,64.6,5.1,14.2,3.4,0.98,10.3,189
22.7,69.5,15.6,27.8,7.3,1.84,7.2,483
24.0,67.8,7.0,15.6,3.0,0.98,12.1,415
26.1,63.1,19.1,22.7,4.6,0.89,10.5,249
26.1,61.7,8.6,19.5,9.1,1.07,15.4,381
40.5,75.6,10.8,20.8,11.4,1.69,5.6,645
30.4,77.7,37.1,19.9,8.1,1.98,10.4,693
28.1,64.0,13.8,15.4,3.4,0.93,11.5,373
26.8,63.3,5.3,17.3,2.0,0.92,11.3,481
36.4,80.3,106.4,26.5,22.3,2.38,3.7,844
33.2,49.8,23.3,23.0,25.8,2.06,6.8,730
32.0,62.5,5.1,20.2,4.6,0.89,10.2,201
33.0,87.8,27.3,19.4,12.2,1.78,5.2,529
27.9,60.7,15.6,21.3,7.7,1.72,5.6,606
33.0,56.8,5.0,36.1,7.6,1.75,7.5,481
28.0,65.5,7.1,11.8,5.9,1.12,14.3,337
34.8,75.2,28.9,32.5,16.6,1.8,7.1,517
51.4,108.7,20.6,27.1,11.8,2.03,2.6,744
37.9,89.7,18.3,36.7,4.7,2.72,2.6,592
36.0,95.2,21.6,36.2,13.8,1.75,4.5,564
35.5,79.7,115.3,18.1,15.9,1.67,5.8,563
26.7,74.2,62.5,40.2,12.4,2.01,4.2,802
29.3,92.0,42.3,32.0,26.4,3.1,3.9,515
25.2,71.0,14.9,14.6,5.8,1.05,12.6,479
29.8,73.1,12.9,23.1,12.2,1.44,5.9,682
41.1,70.1,60.0,28.5,15.7,2.43,6.0,759
29.9,78.1,60.5,26.5,11.6,1.19,8.9,578
30.8,47.7,16.4,25.7,5.5,1.11,10.1,332
30.9,62.0,7.3,31.0,10.4,1.36,5.0,297
26.7,42.5,4.7,21.1,5.6,1.07,10.2,484
17.9,70.1,8.3,23.9,6.3,1.18,13.8,487
33.6,84.2,209.8,36.8,13.4,2.57,5.8,879
48.1,94.1,19.0,23.7,6.0,1.57,6.0,625
39.1,85.2,27.9,35.5,8.9,2.21,3.8,622
22.7,70.9,19.6,17.4,5.6,0.99,11.4,516
26.3,59.4,7.0,18.1,7.7,1.05,10.3,526
37.4,105.6,44.9,31.1,9.5,2.68,3.6,563
32.9,56.0,15.9,21.0,12.3,1.78,6.4,434
25.1,65.9,9.9,12.7,0.9,0.92,10.5,279
36.1,81.4,50.8,33.5,15.6,1.42,5.3,660
24.7,85.3,24.6,39.9,9.7,2.08,15.5,638
22.8,59.5,18.9,24.0,5.0,0.79,15.9,528
28.5,50.7,32.5,18.0,5.1,1.04,10.3,396
20.0,48.7,10.8,24.1,4.0,1.13,10.9,448
23.3,49.1,6.7,16.1,3.8,1.06,10.3,222
31.2,83.8,61.7,20.5,9.2,1.65,7.1,621
20.9,41.1,8.4,24.8,4.9,1.08,11.2,590
31.0,108.9,24.7,31.2,11.0,1.72,3.0,704
20.0,72.8,8.3,26.2,6.5,0.95,11.1,516
43.6,89.8,35.6,49.9,19.8,2.72,7.0,614
27.4,82.9,31.2,25.9,9.7,1.23,6.0,539
29.5,84.6,51.7,25.4,11.5,1.75,9.5,418
24.2,71.6,11.1,19.5,2.7,1.13,10.5,547
25.3,73.3,21.0,15.4,8.5,1.14,10.4,498
27.0,84.3,25.4,15.5,10.9,1.08,5.5,431
27.4,73.3,8.8,17.5,2.8,1.14,12.3,337
26.7,54.1,31.9,20.8,11.6,0.97,11.1,213
27.1,88.3,25.4,35.1,4.5,1.75,6.1,506
30.8,72.7,36.7,32.2,15.0,1.56,9.7,376
24.6,78.7,24.2,23.2,9.2,0.93,13.7,384
26.2,60.3,22.0,15.0,5.1,0.84,13.5,466
24.7,51.4,23.5,17.1,5.5,1.01,12.1,443
35.9,78.3,4.1,19.1,10.8,1.41,5.2,620
30.0,89.0,30.2,29.7,17.5,1.83,8.2,428
27.0,48.8,30.2,13.4,5.6,1.09,11.7,337
24.7,49.4,21.2,21.7,4.8,0.94,10.6,389
26.6,68.5,16.2,25.7,2.2,0.85,10.9,231
19.9,76.5,23.2,19.9,8.0,0.88,10.1,330
22.5,65.5,8.2,13.3,4.7,1.07,10.3,526
29.9,58.0,6.3,18.5,4.2,1.03,11.3,510
41.1,103.3,53.1,38.5,12.6,1.61,7.4,602
29.4,49.7,80.2,20.3,16.3,1.34,6.5,436
38.6,50.6,18.5,24.5,8.5,1.66,7.6,489
31.7,72.4,57.3,28.1,5.2,1.31,6.6,373
37.3,91.6,30.2,34.7,8.9,2.11,3.9,754
19.7,73.1,34.6,13.6,4.2,0.87,10.0,545
30.3,76.2,37.5,21.4,2.0,1.71,5.2,674
21.0,48.0,14.3,22.3,6.9,1.08,13.5,555
27.7,45.9,8.4,21.0,6.8,1.14,10.4,245
22.9,40.5,7.3,13.4,0.9,1.12,12.6,246
24.3,78.1,5.2,24.3,2.6,1.0,12.0,517
25.1,57.2,16.7,13.4,3.6,0.88,10.8,548
28.8,58.0,3.6,24.5,3.1,1.11,10.9,519
42.6,111.3,77.1,23.0,11.4,2.41,6.3,832
23.7,61.1,21.7,23.7,7.6,1.08,11.2,567
22.4,50.1,12.1,21.2,4.6,0.94,10.3,533
31.6,105.9,15.7,38.4,11.9,1.34,6.5,421
47.1,61.2,34.2,29.7,18.3,1.56,10.4,675
41.2,78.8,32.2,42.1,19.0,2.53,5.0,635
24.0,45.3,25.7,12.9,3.6,0.77,13.4,346
26.7,48.8,23.8,31.8,5.3,1.27,5.3,538
37.2,80.5,44.6,34.2,24.1,2.17,6.3,607
26.5,78.8,14.2,38.2,3.5,1.14,7.9,589
26.0,54.7,16.9,17.2,6.9,1.05,17.2,333
24.1,72.6,36.5,35.3,6.5,1.95,8.4,493
31.9,61.4,31.9,28.7,-0.3,1.06,11.1,212
29.5,62.5,63.2,30.6,25.9,1.84,3.4,688
18.6,75.3,10.0,11.6,2.6,0.98,11.9,375
20.6,69.0,27.0,13.6,2.4,0.92,13.1,444
35.1,92.9,37.8,40.1,16.8,1.86,6.5,777
28.2,50.1,16.9,17.6,0.8,1.05,10.4,291
32.1,54.6,13.6,28.1,20.3,1.54,5.2,701
42.8,78.6,44.5,32.4,26.0,1.98,3.8,598
29.6,54.6,14.1,18.6,6.7,0.99,11.6,340
24.5,64.4,6.4,10.2,3.8,1.14,13.3,254
28.3,76.6,17.8,37.4,5.2,1.38,7.1,540
42.1,59.8,22.9,24.8,9.0,1.54,5.9,383
24.0,57.7,7.6,13.1,5.4,0.83,10.3,449
29.1,52.3,32.4,25.4,8.8,1.47,6.4,663
50.9,79.9,52.0,38.2,9.0,2.65,8.4,611
27.6,62.5,16.0,18.4,3.7,1.02,10.4,235
28.7,67.6,44.7,17.3,17.4,1.36,10.1,499
23.6,73.0,13.8,17.1,6.3,1.03,10.4,571
30.3,67.3,33.1,23.5,13.2,1.23,5.3,670
24.1,60.2,10.1,23.2,5.0,0.79,11.2,488
31.6,52.0,13.8,28.7,12.1,1.45,6.5,549
24.7,38.8,24.5,16.6,3.4,1.06,11.2,485
22.7,67.6,12.5,20.9,1.1,1.08,11.7,403
37.5,64.7,18.5,25.1,15.9,1.7,7.2,399
31.7,95.3,64.9,30.4,13.0,2.14,4.3,595
35.0,80.2,24.4,30.4,14.1,1.71,4.5,617
23.5,54.8,9.1,15.4,5.7,1.06,11.8,325
30.5,71.8,33.4,14.4,8.5,1.11,10.3,534
21.9,48.9,11.1,13.7,7.1,0.93,11.4,549
40.3,89.3,212.6,39.0,18.2,2.32,10.2,758
31.3,65.1,33.8,27.3,22.0,2.01,4.4,631
26.7,56.6,23.6,28.6,13.8,1.67,6.2,546
42.1,83.5,36.2,42.8,0.1,2.31,3.4,797
41.0,60.0,58.9,38.9,19.7,1.45,7.2,418
28.0,74.7,21.4,18.6,5.5,1.08,10.4,380
24.8,86.3,21.5,22.7,12.2,1.27,8.6,419
26.9,73.1,9.2,21.4,5.7,0.88,11.9,523
23.7,51.7,22.2,24.0,7.0,1.07,10.6,371
32.0,63.1,36.9,33.6,24.0,2.03,4.0,746
28.7,67.8,68.3,21.3,7.4,1.15,10.5,614
31.1,69.9,25.7,25.7,7.1,1.04,13.7,417
25.3,63.9,24.8,26.6,9.8,1.08,10.1,552
28.5,59.7,15.5,25.6,21.4,1.46,5.3,423
23.2,73.3,16.2,26.7,7.7,1.93,5.9,543
33.2,80.5,24.4,32.0,15.3,1.69,4.9,535
24.7,87.2,25.1,33.3,17.7,2.27,5.1,670
38.3,107.8,60.8,32.3,29.0,2.61,6.8,462
25.6,52.6,3.6,13.5,6.2,1.07,11.4,492
29.7,93.5,21.9,30.5,10.0,1.79,3.7,816
26.9,74.7,10.7,25.6,4.3,0.99,10.2,271
31.7,75.7,43.1,19.5,2.2,1.25,6.4,685
34.7,86.1,26.3,22.2,10.6,1.8,5.8,643
37.6,81.0,29.5,39.5,22.3,2.32,3.8,616
37.5,92.0,38.5,33.0,25.2,1.86,8.1,339
41.2,100.3,35.4,39.8,9.1,1.97,4.6,453
34.5,60.1,26.3,27.4,15.4,1.65,5.1,616
18.0,44.7,22.8,21.2,9.6,0.99,16.0,470
39.0,89.4,80.7,45.1,6.7,1.83,9.2,792
40.1,95.2,30.1,34.8,18.6,1.88,5.4,803
31.4,78.3,14.1,23.5,5.6,0.87,11.2,225
35.7,50.3,13.7,20.8,5.9,1.63,6.2,463
30.6,76.2,15.1,32.6,29.2,1.87,8.4,715
35.0,101.3,124.5,38.5,11.8,2.22,4.4,511
26.1,48.0,22.3,18.6,2.0,1.02,11.2,313
26.3,66.7,5.7,16.4,5.9,0.97,15.6,205
30.9,57.8,28.1,26.5,10.6,1.35,5.1,380
24.2,56.4,12.0,11.7,3.2,0.98,11.6,340
27.8,75.4,14.4,16.8,12.8,1.47,5.7,539
27.7,76.3,17.5,24.9,7.8,1.02,11.5,536
26.1,51.8,4.5,18.1,4.9,0.94,10.2,277
34.9,65.4,27.2,18.4,12.1,1.67,9.8,351
40.4,91.4,20.6,38.8,7.5,2.26,9.5,599
29.9,78.6,30.1,26.5,7.2,1.49,7.3,323
34.5,107.1,21.3,22.7,39.6,2.17,3.9,676
30.8,60.3,44.7,25.3,12.1,1.84,5.1,386
46.4,85.3,31.5,49.6,11.5,2.89,8.4,848
30.3,69.4,51.2,22.5,5.8,1.57,6.1,434
26.3,74.7,14.0,14.1,4.6,0.99,13.0,318
27.7,83.6,19.9,32.9,17.8,2.09,5.3,632
41.4,99.5,40.0,44.6,16.6,2.51,8.8,608
25.2,60.1,2.4,14.7,6.1,1.04,12.2,384
31.4,53.2,27.9,28.9,13.0,1.42,5.7,319
25.0,72.6,6.9,19.0,5.7,0.94,14.8,407
26.0,88.4,31.1,35.1,16.7,2.26,3.9,745
31.0,93.2,48.3,44.2,11.3,2.29,10.1,592
38.9,56.6,161.2,41.8,11.3,2.27,5.4,549
32.2,59.9,38.6,32.9,18.3,2.14,6.0,563
22.9,66.9,16.3,21.8,8.1,1.07,10.0,435
20.9,78.1,22.9,13.2,6.9,1.09,10.4,450
30.2,62.1,47.5,20.3,14.7,1.76,5.1,574
35.4,78.8,23.8,26.8,14.0,1.3,7.3,346
55.9,87.8,52.7,28.6,17.5,2.51,2.9,834
28.8,49.0,9.3,35.2,7.3,1.43,5.4,553
18.9,84.5,23.8,37.2,16.1,1.76,5.1,691
29.8,44.6,11.0,19.5,3.3,1.02,13.1,461
34.1,90.5,17.4,19.6,6.4,1.59,7.0,494
40.3,110.3,36.2,43.1,23.4,2.3,5.8,746
38.2,71.9,27.3,29.7,23.8,2.18,4.8,593
34.5,71.4,52.6,37.9,17.1,2.09,3.9,744
29.8,75.7,13.0,21.9,10.1,1.48,5.5,351
27.8,94.0,59.3,29.8,12.5,1.46,5.7,687
28.9,67.7,52.7,22.6,12.4,2.15,4.1,550
31.2,90.0,29.6,29.7,21.6,1.88,4.4,424
38.9,90.0,41.1,31.6,15.8,1.71,7.1,666
26.2,75.1,16.5,30.9,8.7,1.44,5.8,576
36.6,103.0,45.6,47.4,20.5,2.51,4.2,593
26.8,66.2,10.8,18.0,3.5,0.96,12.9,422
26.6,62.6,60.6,25.6,12.6,1.61,6.7,391
32.1,89.0,18.5,32.4,9.8,1.95,6.8,545
21.0,67.4,7.0,19.1,6.6,1.07,13.4,603
25.2,76.3,6.0,22.9,5.5,0.88,18.6,590
27.3,45.8,7.8,19.3,7.1,0.99,11.7,312
40.0,52.7,12.1,34.3,5.3,1.25,6.2,355
29.7,51.8,34.6,28.2,10.4,1.46,9.2,532
23.4,54.9,18.9,22.6,5.3,1.12,13.5,269
42.0,86.2,8.8,33.7,22.3,1.7,7.4,538
41.0,60.7,56.7,38.4,13.0,2.25,3.5,673
25.0,63.5,27.0,16.1,2.0,0.91,15.9,407
27.4,62.4,9.2,23.0,3.2,1.14,10.2,243
31.5,51.8,41.3,28.9,10.9,1.34,5.6,565
26.8,47.4,14.2,14.3,3.6,1.08,10.9,344
35.2,82.6,43.4,36.3,8.1,1.99,5.7,419
37.3,49.5,28.5,31.0,14.0,1.52,6.4,300
55.7,75.9,82.2,40.8,24.5,1.98,15.9,650
26.7,85.4,11.9,26.3,19.4,2.22,5.2,421
34.1,75.9,31.7,23.5,13.1,1.57,6.6,567
39.0,96.8,99.7,45.6,15.2,2.2,5.5,613
32.5,74.3,18.7,32.3,15.5,1.83,4.8,769
26.6,56.1,4.6,23.2,4.4,0.87,10.2,322
25.1,54.5,16.1,21.2,6.5,1.02,10.4,300
29.5,69.6,26.1,12.0,4.8,1.14,13.7,531
36.8,87.2,57.0,35.9,20.6,1.7,3.6,749
26.4,52.2,25.6,22.8,5.9,1.12,10.4,539
29.2,73.0,30.5,9.3,4.1,1.14,11.2,350
25.9,49.6,12.6,23.0,16.9,1.96,5.5,592
35.4,71.3,19.7,34.4,19.2,2.35,5.4,714
26.6,44.8,8.3,23.1,3.6,1.09,15.9,398
22.2,56.3,13.5,21.4,4.9,1.11,12.3,348
25.5,77.8,6.1,16.9,5.4,0.8,10.3,534
29.6,65.3,19.6,16.0,5.1,1.01,15.5,198
22.3,82.6,44.8,31.4,6.5,1.56,5.4,350
31.3,86.0,65.1,29.3,1.7,1.68,7.8,655
34.7,61.0,29.9,22.0,18.7,1.7,5.8,466
19.1,46.7,7.0,20.0,6.6,0.88,11.1,395
34.9,66.8,20.7,32.8,11.8,1.21,8.2,623
23.8,70.6,18.1,31.1,9.3,1.48,5.1,609
48.9,62.0,35.7,45.4,22.7,2.27,2.7,865
25.7,77.2,98.2,27.9,12.0,2.49,5.0,541
25.4,81.3,41.2,14.6,9.2,0.94,13.6,407
27.8,67.1,4.6,22.4,4.3,1.05,11.2,371
23.6,55.5,7.8,20.8,5.6,1.04,10.6,481
24.3,40.8,16.6,13.2,7.3,0.85,14.3,398
31.4,81.8,17.5,21.8,12.8,1.47,5.1,437
23.5,86.3,23.8,32.3,5.6,1.46,9.5,427
42.9,80.5,7.1,24.0,9.4,1.3,6.6,553
33.9,83.1,42.9,36.4,24.7,1.95,3.5,749
44.1,109.2,44.9,51.1,12.3,2.27,5.7,640
40.6,76.8,60.7,33.0,18.6,1.85,3.4,686
26.3,71.6,19.8,16.7,5.3,1.05,10.7,504
21.9,59.7,12.0,17.5,4.0,1.07,13.8,524
24.9,47.8,7.8,17.1,6.7,1.05,13.4,581
31.1,60.2,25.3,18.4,8.7,1.69,5.0,629
27.6,89.1,36.4,35.4,17.2,1.79,4.2,817
31.4,94.3,72.8,24.0,14.3,1.99,6.7,347
36.2,58.4,14.7,22.9,5.9,1.17,5.5,533
24.0,64.7,10.9,18.4,1.9,1.0,10.6,455
42.2,76.5,53.0,31.2,13.5,2.3,5.2,458
25.4,75.4,35.5,31.4,9.4,1.8,5.8,600
36.5,102.2,128.0,27.8,30.8,2.22,4.9,510
29.2,60.4,32.5,34.9,4.5,2.0,8.1,406
35.0,109.1,67.5,34.4,16.4,1.56,5.4,558
33.6,46.7,22.2,23.7,3.8,1.16,10.0,592
33.4,44.1,16.1,16.5,11.6,1.28,6.0,643
40.8,100.7,39.7,49.3,31.9,2.78,11.2,671
30.9,51.6,5.3,20.0,6.9,1.02,13.0,484
24.9,47.4,32.3,11.3,9.8,0.89,17.5,266
26.4,75.1,8.5,25.1,2.1,0.96,13.4,543
26.1,38.4,5.4,20.9,3.1,1.12,11.1,387
35.1,69.4,3.7,34.9,17.7,1.66,6.6,632
22.5,43.6,16.3,13.2,5.4,0.99,10.5,307
30.2,96.8,76.3,34.5,18.7,2.86,5.8,582
19.7,47.2,11.0,12.5,5.9,1.12,24.8,259
30.6,71.3,16.0,14.8,5.5,1.01,10.6,500
25.4,62.6,7.4,18.3,4.5,1.03,10.5,518
20.1,67.0,8.8,26.6,6.5,1.06,12.6,383
32.8,51.1,13.4,13.3,4.6,0.93,11.9,410
35.7,73.1,7.9,26.9,14.5,1.77,6.2,421
27.1,87.7,36.1,24.4,10.5,1.55,6.0,376
35.8,80.0,44.5,38.0,14.8,2.03,3.5,538
40.9,80.9,26.8,37.5,16.2,2.38,3.8,630
29.8,74.1,6.8,26.0,4.2,0.94,10.7,250
23.8,58.4,23.2,11.3,6.3,0.94,10.0,437
31.8,81.3,12.6,20.9,13.5,1.19,5.6,494
46.8,91.6,261.5,40.3,37.6,2.46,3.1,879
33.0,56.9,20.6,33.1,7.0,1.84,5.6,606
32.3,78.2,39.1,31.5,7.0,1.5,5.2,380
22.1,49.1,13.8,25.3,6.8,0.72,12.5,448
30.5,85.8,46.4,27.4,11.1,1.64,6.4,605
30.1,54.1,29.2,25.5,4.3,1.62,6.1,532
27.7,76.8,13.6,24.4,4.5,0.92,11.3,544
41.6,86.7,76.8,30.1,27.7,2.27,6.8,744
33.5,68.3,72.7,30.6,25.1,1.52,7.2,570
26.3,74.2,10.9,32.6,10.4,1.38,7.7,511
39.7,59.7,60.1,23.1,16.7,1.94,3.9,484
32.4,61.8,43.4,19.5,17.0,2.05,3.8,463
25.6,73.6,9.3,23.1,-0.1,1.08,18.8,547
32.9,79.1,6.7,30.9,20.2,1.77,5.5,344
35.4,55.6,81.2,33.4,12.6,1.71,5.0,296
26.4,45.9,5.4,15.7,3.7,1.06,13.3,478
24.4,63.7,34.2,16.4,-0.2,0.99,10.7,501
30.5,55.3,18.2,21.9,15.1,1.45,5.2,391
32.2,55.9,18.0,21.9,0.5,1.59,8.5,476
21.5,52.5,13.9,30.0,12.6,1.42,5.0,333
24.9,45.7,9.4,18.8,7.0,1.08,10.3,275
35.7,99.9,33.8,37.7,18.5,2.08,7.1,599
20.0,71.0,21.0,20.0,6.0,0.89,14.4,575
25.7,63.4,51.5,36.0,10.7,1.77,7.0,628
40.0,75.6,35.2,34.9,14.2,2.09,6.5,591
21.7,42.4,17.0,17.8,7.4,1.09,11.0,239
28.8,42.9,12.8,17.7,2.0,0.87,10.1,561
24.5,45.8,57.8,22.2,4.9,1.09,11.8,353
19.7,50.7,9.0,10.4,5.6,0.8,17.4,383
23.0,82.5,19.3,21.1,10.3,1.8,6.1,566
29.8,62.8,32.8,36.9,1.1,1.55,5.0,437
25.9,62.2,11.0,24.7,2.6,1.07,12.4,386
40.9,94.6,45.0,50.8,27.7,2.39,2.8,697
28.4,44.5,16.6,25.0,0.9,1.03,10.3,208
16.8,46.5,10.2,26.2,4.2,0.85,11.6,249
21.9,52.7,13.7,26.9,5.8,1.16,12.2,232
29.0,88.6,33.7,36.1,13.1,2.32,4.4,706
23.8,73.7,16.6,14.5,2.3,1.17,10.2,606
23.3,65.5,10.7,23.8,5.5,1.08,13.3,550
30.5,82.0,26.6,29.8,12.4,1.71,4.0,473
28.7,59.4,8.5,18.9,5.6,0.84,10.1,364
22.2,76.9,5.7,20.6,6.0,0.92,11.3,339
34.9,95.7,70.5,39.6,30.4,2.09,5.8,745
46.7,65.7,122.1,43.7,6.9,1.9,3.9,556
32.3,87.5,5.4,23.1,8.7,1.52,8.3,343
34.7,69.9,43.7,29.5,11.6,1.6,6.9,398
36.5,89.2,61.0,25.0,1.8,1.85,3.5,687
27.3,74.8,10.9,14.2,6.3,1.04,18.7,577
28.9,72.2,25.7,35.4,9.8,1.33,6.6,597
23.6,54.1,19.2,21.2,6.4,0.86,13.1,377
20.6,80.8,21.1,22.5,5.0,0.96,12.0,584
26.6,77.5,11.5,11.8,7.0,1.15,10.1,245
19.7,48.0,25.1,18.2,6.9,1.13,10.5,604
29.6,54.1,20.3,28.7,15.3,1.39,9.8,690
29.8,76.9,11.5,29.6,3.9,1.61,5.6,358
38.8,90.8,20.3,29.3,8.3,1.57,6.9,630
42.2,73.2,20.3,53.8,23.7,2.41,3.7,633
40.5,87.4,17.9,19.4,15.2,1.44,9.4,476
32.5,81.1,100.2,28.8,0.5,1.92,10.1,612
33.7,83.3,32.2,33.6,27.7,2.53,11.9,541
25.0,54.9,8.8,22.1,5.1,0.85,11.1,465
24.8,78.7,21.7,24.2,3.4,0.74,12.6,580
49.9,91.6,51.1,31.8,29.0,2.48,5.4,849
25.7,41.1,9.2,13.4,4.9,1.01,15.8,544
23.9,62.4,13.0,26.1,7.2,1.56,6.1,497
32.0,68.1,10.9,24.9,6.7,0.87,11.9,327
27.5,72.3,7.3,22.0,16.0,1.79,6.9,373
28.4,86.1,26.9,26.7,10.8,1.26,5.5,674
26.8,79.8,33.0,28.6,14.6,1.56,4.2,367
44.3,59.3,17.3,28.9,10.5,1.79,5.1,643
34.1,67.9,47.1,34.6,1.0,1.72,9.5,462
17.6,77.1,24.3,22.6,5.2,0.99,12.2,487
38.0,84.6,62.4,43.8,17.8,2.62,6.7,598
30.4,58.9,4.5,19.6,5.5,1.06,10.7,355
37.0,80.1,49.4,41.1,21.2,1.84,5.3,469
29.0,51.2,16.0,30.6,15.2,1.48,5.8,660
24.6,45.1,6.4,21.2,1.7,0.94,10.1,226
31.7,61.4,20.8,27.7,12.6,1.68,7.5,574
31.6,88.9,40.1,39.4,11.2,2.06,6.0,474
35.5,62.5,81.5,35.7,11.2,2.46,8.2,758
23.2,60.0,7.3,26.3,7.5,0.98,11.5,535
22.5,73.0,6.2,15.0,5.5,0.95,14.2,543
32.0,58.4,30.9,28.9,7.4,0.92,12.3,684
21.5,75.4,17.5,14.8,6.3,1.01,14.6,298
28.3,64.4,11.8,20.5,4.0,0.98,11.6,485
25.6,66.0,6.7,16.0,7.0,0.84,11.7,431
32.2,65.2,37.0,26.6,10.4,1.72,7.0,538
17.2,65.1,11.3,24.1,3.6,0.94,11.8,566
46.1,80.5,58.5,32.1,28.4,2.4,2.7,705
30.9,76.7,16.2,13.7,6.9,0.73,11.2,579
26.5,70.7,16.0,21.9,5.6,1.01,12.7,303
43.7,76.2,64.2,23.2,12.3,1.4,5.6,390
24.1,39.7,14.8,23.9,4.6,0.92,13.4,350
28.1,78.4,33.2,21.9,5.0,0.77,11.3,249
39.8,88.8,50.1,18.8,6.9,1.38,6.0,418
33.2,76.6,23.1,31.0,17.1,2.06,4.8,804
18.0,68.7,9.3,21.2,6.5,1.15,15.9,266
27.4,69.9,9.5,25.2,5.7,0.89,11.9,589
39.3,94.3,31.4,47.5,19.8,1.79,4.1,827
25.1,51.5,14.8,27.3,8.4,1.7,8.8,551
47.4,64.8,80.6,38.5,13.5,2.54,4.0,633
22.1,59.3,60.0,22.3,13.2,1.46,5.5,490
20.0,65.8,12.5,11.6,5.5,1.1,13.4,373
38.7,98.8,30.9,40.2,21.0,2.33,2.8,827
44.1,91.8,61.6,38.7,32.5,2.39,3.4,613
33.1,80.3,49.4,27.8,15.3,1.46,5.6,609
22.7,73.0,38.6,30.8,14.2,1.72,10.7,576
29.0,81.3,76.1,24.2,5.8,1.05,6.4,511
39.5,88.6,71.0,27.2,21.2,2.43,5.2,693
34.2,62.7,50.3,23.8,9.3,1.5,5.1,416
26.2,60.3,17.3,26.7,7.0,1.23,10.9,308
48.8,101.3,50.1,37.5,38.7,2.87,3.0,544
29.4,52.1,18.1,19.6,2.5,1.62,8.6,613
24.4,63.5,6.7,17.4,5.0,0.96,15.5,223
25.6,57.7,15.8,22.1,2.5,0.98,15.4,470
27.7,51.1,20.2,26.0,6.0,0.99,10.6,562
34.4,95.1,17.4,20.9,10.0,2.06,3.7,689
28.7,80.2,23.3,17.5,7.8,0.87,10.2,512
26.6,75.1,32.7,31.1,19.6,1.73,6.8,415
32.4,62.9,19.6,28.3,6.7,1.38,9.9,562
37.9,99.5,18.7,29.2,14.0,2.3,8.2,448
25.0,82.2,40.2,10.8,10.3,1.01,14.2,608
26.1,58.4,16.3,25.6,7.1,0.89,14.8,458
34.0,73.8,27.4,20.7,26.9,2.03,3.4,749
35.3,65.3,36.8,19.2,6.0,1.57,5.5,576
21.6,76.5,21.6,22.2,10.5,1.03,11.3,461
37.3,90.7,43.8,35.6,19.6,2.45,3.1,754
57.8,108.4,11.2,51.5,19.4,2.08,3.0,537
29.4,64.6,29.0,27.6,13.0,1.83,5.0,722
32.8,96.0,42.4,29.4,15.2,3.07,8.6,646
28.6,61.5,29.3,30.7,6.8,1.61,6.2,376
41.5,106.1,16.1,41.6,22.9,2.33,9.7,629
26.5,69.9,46.0,21.4,17.2,1.64,9.6,739
36.3,58.4,13.2,24.0,8.8,1.46,6.7,629
27.6,69.8,30.0,27.7,8.9,1.74,12.2,564
30.6,78.3,27.7,26.3,14.1,2.62,3.5,651
25.2,69.1,89.9,30.1,10.8,2.18,8.4,483
22.3,75.4,4.7,23.7,7.3,0.93,11.4,291
28.6,86.6,20.7,18.6,6.9,1.79,8.3,483
22.1,56.3,13.1,25.6,1.5,1.01,11.6,535
35.6,103.8,93.3,31.8,23.6,2.04,20.8,757
24.9,76.2,54.7,13.8,10.5,1.3,7.4,664
37.9,79.6,37.4,33.2,13.6,1.93,4.9,608
27.7,68.1,19.6,21.2,9.0,1.33,5.7,420
38.1,69.3,23.6,41.6,16.5,1.46,6.4,806
38.3,103.6,27.7,25.4,11.0,1.87,3.8,441
29.3,63.2,25.8,23.3,16.6,2.15,4.2,839
26.5,67.6,9.2,26.5,4.9,1.09,12.3,418
18.5,54.2,19.9,12.9,5.5,1.14,10.1,314
